№	Context	ART	min RT	max RT	stdev RT	ART'	min ART'	max ART'	stdev ART'
21	Садовница поливает высохшее	2748.268293	369.000000	9347.000000	1489.204428	2558.939024	369.000000	8996.000000	1531.412189
22	Летом мальчик катался на двухколёсном	2082.511628	1314.000000	3187.000000	410.930100	1916.848837	748.000000	3187.000000	497.932136
23	Художник точил цветной	1783.823529	959.000000	3840.000000	589.742098	1663.435294	172.000000	3840.000000	672.526729
24	На стене висела картина в бронзовой	2462.465116	1400.000000	7797.000000	1043.848419	2160.755814	798.000000	4803.000000	914.412752
25	Выпускница надела босоножки на высоких 	1764.779070	1086.000000	3958.000000	445.011947	1471.616279	606.000000	3477.000000	541.790282
26	На экзамене студент допустил досадную	1971.686047	1098.000000	4201.000000	567.200167	1791.674419	49.000000	4201.000000	662.974517
27	Начальник резко высказал своё	1926.729412	851.000000	14395.000000	1640.316646	1770.505882	305.000000	13904.000000	1621.723845
28	В новом семестре студенты приступили к изучению испанского	1918.872093	1173.000000	3886.000000	527.754528	1657.081395	524.000000	3869.000000	617.279558
29	Часто дети богатых родителей учатся в частных	2069.247059	1030.000000	7046.000000	890.954610	1886.105882	800.000000	7046.000000	935.143063
30	Девочки хором пели весёлую	1773.200000	520.000000	3671.000000	505.396021	1659.894118	514.000000	3671.000000	548.241019
31	Именинник налил в стакан апельсиновый	1973.965116	1300.000000	5792.000000	590.759978	1830.848837	791.000000	5792.000000	666.026382
32	Брат прислушался и услышал из соседней комнаты женский	1882.802326	1112.000000	4395.000000	557.051773	1711.744186	258.000000	4395.000000	636.940817
33	Начинающий актёр мечтал сняться хотя бы в каком-нибудь	2156.755814	759.000000	5362.000000	755.852272	1937.081395	646.000000	5362.000000	787.761463
34	Марина взяла пульт и выключила надоевший	2454.440476	236.000000	7133.000000	1175.655955	2187.488095	236.000000	7071.000000	1096.337721
35	Сиделка сварила для больного куриный	1623.720930	961.000000	3361.000000	391.987624	1305.581395	501.000000	3050.000000	489.383777
36	Моя двоюродная сестра учится на химическом	2369.406977	1238.000000	8426.000000	937.099472	2146.186047	631.000000	8127.000000	972.906954
37	Невропатолог прописал мне успокоительные	2354.647059	1542.000000	5393.000000	639.497565	2277.858824	947.000000	5393.000000	691.337199
38	Жених подарил бриллиантовое кольцо своей	1614.094118	851.000000	4228.000000	625.993698	1494.882353	342.000000	4228.000000	635.559192
39	Сергей размешивал чай серебряной	1773.482353	1091.000000	4545.000000	494.128733	1699.894118	640.000000	4545.000000	516.397895
40	Житель дома решил написать мэру анонимное	1923.214286	1258.000000	3941.000000	500.242666	1833.273810	892.000000	3839.000000	532.865438
41	По утрам почтальон неспешно разносит	2191.965116	1259.000000	6374.000000	733.724639	1918.581395	622.000000	6374.000000	841.440550
42	Крестьянин вчера усердно полол	2890.151163	1359.000000	18326.000000	2132.900911	2648.651163	671.000000	17930.000000	2132.363349
43	В начале занятия ученик лениво открыл	2202.511628	1203.000000	4716.000000	681.719017	2038.209302	746.000000	4716.000000	750.364415
44	На лугу пастушка неумело стригла	3040.168675	1320.000000	7987.000000	1320.466472	2817.674699	821.000000	7987.000000	1344.884854
45	Воспитанница с гувернанткой учили наизусть	2078.535714	1272.000000	4210.000000	646.423459	1891.130952	787.000000	3830.000000	654.409801
46	Актриса мечтает похудеть и отказывается от	1769.788235	574.000000	4301.000000	786.554195	1395.329412	165.000000	3808.000000	825.673367
47	За старательную работу директор выплатил сотрудникам	2150.107143	1314.000000	8566.000000	938.468427	1934.285714	791.000000	8316.000000	1009.120667
48	Сосед любит зимой кататься на	1180.505882	401.000000	6367.000000	728.886457	998.600000	0.000000	6367.000000	742.579340
49	Отдыхающие загорали и купались в	1691.744186	500.000000	7374.000000	1270.742036	1419.058140	50.000000	7374.000000	1309.713335
50	Бабушка испекла вкусные пирожки с 	1435.011628	587.000000	4337.000000	685.314552	1258.081395	36.000000	4041.000000	692.398291
51	Играя в футбол, мальчик упал и сломал	2196.895349	1131.000000	6273.000000	810.059984	2059.558140	527.000000	5900.000000	833.675033
52	Спортсмен получил травму и не принял участие в	1042.858824	62.000000	4165.000000	698.656128	841.047059	60.000000	4165.000000	711.556726
53	Класс отправился с экскурсией в	2442.104651	611.000000	9149.000000	1678.847070	2022.197674	132.000000	9149.000000	1658.920541
54	Открывая дверь, секретарша случайно уронила	2940.829268	630.000000	9503.000000	1342.940443	2706.268293	630.000000	9091.000000	1356.858891
55	В доме узбечка монотонно ткала	2609.755814	113.000000	6980.000000	1127.925717	2298.872093	113.000000	6980.000000	1192.145883
56	Дворник выбросил обёртку в	1974.976744	954.000000	11487.000000	1287.287417	1808.046512	15.000000	11487.000000	1341.837484
57	Девушка вплела в волосы	2526.524390	1317.000000	15306.000000	1657.924466	2372.000000	234.000000	15306.000000	1696.673397
58	Соседка одолжила у меня	2436.358025	1187.000000	9420.000000	1328.301465	2128.876543	107.000000	7442.000000	1111.937255
59	Посетитель вошёл и робко сел на	1460.569767	588.000000	4150.000000	700.946512	1371.383721	180.000000	4150.000000	754.105722
60	Учитель искренне похвалил	2333.865854	1200.000000	7447.000000	981.074049	2139.097561	728.000000	7172.000000	1048.458876
61	После обеда Ваня допил вишнёвый	1960.534884	753.000000	8380.000000	886.727529	1841.976744	753.000000	8380.000000	928.935152
62	Тётушка распускала старомодную	2990.256098	1526.000000	7469.000000	1178.749576	2805.487805	782.000000	7094.000000	1221.577903
63	Продавец доверху наполнил пластиковый	2568.590361	764.000000	6910.000000	1247.566148	2390.240964	719.000000	6910.000000	1334.600503
64	После еды сержант облизал походную	2367.702381	321.000000	7700.000000	1154.956211	2178.976190	321.000000	6282.000000	1018.031646
65	Перед выходом девочка надела шерстяные	2436.918605	1223.000000	12415.000000	1405.831286	2314.872093	731.000000	12415.000000	1445.846398
66	Бабушка замёрзла и закуталась в тёплый	2002.279070	862.000000	6542.000000	906.450332	1688.976744	345.000000	6542.000000	910.329442
67	Сестра купила в посудном магазине фарфоровую	2360.116279	1172.000000	7345.000000	921.606097	2136.639535	772.000000	7345.000000	996.946549
68	Бывшие коллеги вспоминают друг друга с горькой	3367.362500	223.000000	11345.000000	2149.711887	3194.125000	223.000000	11345.000000	2147.954337
69	Маша связала свитер из тёплой	2168.858824	997.000000	9643.000000	1201.624576	2055.364706	632.000000	9643.000000	1234.875730
70	В пути пассажир читал увлекательную	2241.226190	823.000000	5578.000000	744.685077	2135.166667	823.000000	5578.000000	790.600257
71	Графиня прятала записку в деревянном	3151.152941	1236.000000	9416.000000	1595.300446	2933.235294	670.000000	9416.000000	1599.782684
72	Первоклассник украшал ёлку яркими	2104.872093	1156.000000	4785.000000	634.651841	1950.395349	765.000000	4729.000000	673.849683
73	Музыкант играл на старинной	2722.059524	1273.000000	10621.000000	1590.480607	2646.095238	1027.000000	10104.000000	1567.112175
74	В сентябре директор школы взял на работу нового 	1857.046512	846.000000	4174.000000	640.521202	1643.825581	526.000000	4174.000000	709.500656
75	Школьники боялись заблудиться в незнакомом	2142.940476	456.000000	4356.000000	679.961504	1909.285714	456.000000	4356.000000	733.851345
76	Ровно в девять вечера бабушка ложится в тёплую	1799.788235	331.000000	3793.000000	543.803035	1645.447059	331.000000	3364.000000	585.242654
77	Зрители отзывались о пьесе с искренним	2862.865854	1299.000000	13102.000000	1710.385739	2628.731707	697.000000	12454.000000	1674.018157
78	Мама увлечённо выращивала комнатные	1862.860465	1128.000000	3889.000000	503.556438	1603.872093	399.000000	3889.000000	599.584970
79	За чаем друг рассказывал смешные	1760.988372	859.000000	3757.000000	546.622732	1601.476744	404.000000	3587.000000	558.855947
80	Девочка гладила пушистую	2558.880952	220.000000	8396.000000	1349.119940	2408.785714	220.000000	8396.000000	1344.569121
81	В командировки военный брал с собой	3167.638554	818.000000	9469.000000	1784.845854	3114.831325	818.000000	9469.000000	1789.983655
82	По заданию педагога студент чертит	3657.000000	840.000000	11961.000000	2172.058246	3515.870588	840.000000	11961.000000	2199.573984
83	Перед праздником секретарша украсила	3056.892857	1362.000000	7122.000000	1207.970308	2845.619048	669.000000	7000.000000	1300.268943
84	Во дворе мальчишки весело играют в	1170.717647	509.000000	3284.000000	543.301999	1057.635294	21.000000	3284.000000	586.038473
85	Неловкий официант споткнулся и пролил чай на	1797.035714	601.000000	5019.000000	843.976181	1694.630952	413.000000	5019.000000	864.324665
86	Троечник неожиданно удачно написал контрольную работу по	1599.847059	441.000000	5855.000000	993.326081	1376.976471	63.000000	5753.000000	867.361324
87	Бухгалтер нещадно критикует себя за	2610.963415	401.000000	8467.000000	1762.350153	2468.329268	303.000000	8238.000000	1750.142732
88	Консьержка раз в месяц мыла	2256.036145	1053.000000	6355.000000	992.110038	2122.674699	546.000000	6083.000000	1001.474378
89	Семейная пара мечтала следующим летом отдохнуть в	2638.290698	586.000000	11584.000000	2006.293691	2412.232558	174.000000	10888.000000	2026.836060
90	В зоопарке дети впервые увидели	2146.686047	1054.000000	5374.000000	875.683723	1939.639535	570.000000	5374.000000	927.774236
91	На рынке фермер недорого продавал 	2478.083333	1166.000000	7133.000000	1029.306401	2250.559524	820.000000	7133.000000	1052.394966
92	Посетители радостно фотографировались на фоне	3117.070588	1226.000000	9407.000000	1630.973554	2843.976471	573.000000	8906.000000	1656.676075
93	Депутат обвинил мэра в	2562.476744	598.000000	10923.000000	1826.736362	2465.802326	160.000000	10923.000000	1870.913264
94	Выходя из дома, я забыла взять 	2134.500000	259.000000	4450.000000	803.504395	1992.702381	259.000000	4110.000000	788.606194
95	Директор ещё не вернулся из	1772.682353	531.000000	9576.000000	1263.251994	1555.200000	236.000000	8747.000000	1273.037900
96	В этом кафе студент всегда заказывал	2688.837209	1123.000000	8616.000000	1051.626537	2544.860465	832.000000	8616.000000	1131.824422
97	Графиня хранила драгоценности в 	1270.950617	381.000000	4314.000000	736.296100	987.271605	29.000000	3620.000000	697.476666
98	На праздник мама подарила сыну	2666.073171	1059.000000	7313.000000	1036.299146	2505.170732	712.000000	7313.000000	1062.201102
99	Художник изобразил на картине	3451.223529	133.000000	9351.000000	1578.064557	3268.964706	133.000000	8855.000000	1579.284516
100	Мы вернулись в кафе и забрали забытый	2691.047059	1230.000000	7098.000000	1069.425445	2463.800000	889.000000	7098.000000	1094.826838
101	Наместник императора прославился своей	3000.259740	948.000000	9664.000000	1814.339204	2747.493506	360.000000	9664.000000	1850.724827
102	Туристы восхищались живописной	2767.070588	1157.000000	6554.000000	1145.048656	2514.388235	873.000000	5848.000000	1147.601828
103	Девушка надела бордовые	2752.094118	1247.000000	8808.000000	1188.682230	2554.552941	545.000000	8808.000000	1230.144954
104	Дошкольник взял фломастер и нарисовал оранжевый	3176.741176	1428.000000	10622.000000	1528.109735	2958.470588	829.000000	10622.000000	1567.752452
105	Сестра волновалась перед важным	2173.800000	970.000000	8215.000000	1019.801426	2079.223529	423.000000	8215.000000	1076.195253
106	Из шкафа мама достала старую	2606.638554	1121.000000	5559.000000	882.597643	2453.650602	447.000000	5559.000000	909.098648
107	Вернувшись в офис после отпуска, секретарша заметила новый	3626.855422	1404.000000	10848.000000	1882.111736	3388.566265	726.000000	10848.000000	1903.161761
108	На кухне дочка доедает вкусный	1965.411765	1077.000000	9609.000000	1055.690254	1800.058824	385.000000	9609.000000	1120.857244
109	Прохожие еле разминулись на узкой	1976.411765	1021.000000	4705.000000	586.331925	1744.882353	459.000000	4705.000000	735.649622
110	В киоске продавались сувениры из светло-серой	4259.160000	1771.000000	10909.000000	1879.401832	4085.520000	1599.000000	10909.000000	1921.291910
111	Ассистент обратился за помощью к своей	3673.694118	391.000000	10161.000000	1865.150007	3451.376471	391.000000	10161.000000	1872.430849
112	Лектор увлечённо рассказывал о недавнем	2970.753086	1136.000000	9652.000000	1586.772491	2820.493827	834.000000	8859.000000	1585.704237
113	Андрей устал нести тяжёлый	2085.837209	1025.000000	4916.000000	800.244608	1938.488372	580.000000	4916.000000	846.095805
114	Грабители украли из квартиры ценный	3615.405405	1300.000000	11284.000000	2012.255559	3416.891892	1116.000000	10875.000000	2046.017505
115	Моя крестница живёт прямо напротив местного	3816.476190	1409.000000	10004.000000	1952.589979	3622.845238	1180.000000	10004.000000	1966.066678
116	Ирина зашла на вещевой рынок и купила недорогую	2952.223529	347.000000	9237.000000	1488.433544	2756.164706	347.000000	9237.000000	1521.529774
117	Парижанин с гостьей гуляли по окрестным	3174.309859	1514.000000	8585.000000	1232.655132	3051.633803	1037.000000	8585.000000	1236.165630
118	Анна обожала посещать субботние	3006.564706	1356.000000	7960.000000	1216.175146	2847.341176	976.000000	7960.000000	1227.647989
119	Всю жизнь дедушка собирал антикварные	3035.070588	251.000000	8558.000000	1223.149553	2914.494118	251.000000	8558.000000	1264.881762
